关键词,文章标题,公众号,发布日期,摘要,文章链接
高会军,公益讲堂高会军:我与我的信念,N/A,2016-09-19 23:05:40,"2016年9月,四川省优质教育会邀请到“从中专生到科学家”的传奇人物哈尔滨工业大学理学院院长高会军教授走进优促会第二十期公...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoV47Iek57ZF06VgrFeYQugDgqiV-xoF5o78-jLdta-VzMlmURvmJmIEDBn5if4OwHNbeoV-qNcAqRUVYkfZrRR_QOEKslpPF_6eyKotOPb1t_zJ4Br5e9E3OhBOaa44WSc75agYq0SJsAM6jDeysfhagfHIBx0gwj1on3A2GIz39A9TY2yavXw3z3BmZU6zAuTWEcxvreJqR-qYV-WaC__2grcj3qYbbYg3QS0PLgE4nAilCkvVuTajSATGDbh7XDniZqwg0yoRFw.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,【榜样的力量】高会军:二十四小时待命的“街头警察”,N/A,2021-04-02 16:54:45,"高会军,男,汉族,1972年10月出生,中共党员,大学本科学历,1995年参加公安工作,一级警长,2015年12月至今任盘山县公安局...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqk52V484oPBPut9T0q3oY-lqXa8Fplpd95sxK5_MJiOCuq50Hw16i83KbDiyyyC082H8zGEA3dZbVjnfkLj80d8Tzyd4lixoTEIulE6pL7qNFQEASfWKzQXlgxCCRCKhUINRwGJZDfMfS_XTdJxDN1NVEsyfDqw0M3QNw7NvQr2naRpirfaRqzTE-IUhtAhSzcNhvZUchwQCrCDCayYmfpA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,"科技人物|高会军|超励志!从中专生到哈工大教授,如今当选院士",N/A,2023-08-31 15:02:10,"中国自动化学会会士、常务理事、副秘书长,IEEE电子学会副主席,哈尔滨工业大学高会军教授名列其中.高会军教授简介高会军,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqk52V484oPBPut9T0q3oY-lqXa8Fplpd9OBg_UjRFYEFjXWKG9vB2RJjBdK8IhH8dIyL_RgMSITj4-aMqWzG_5Ln3NwzJMGdjk8glrQm2PfNKKOo2NaS2SpwrOqoyorVCLTntpY-jqK3CmM6GxGogIWrPNuUd1ge_01feP_QS3bgQx-hIDfXVUhoynSP27ckPsat_gdDdV-089kyxDwoXvg..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,哈工大高会军——中专生逆袭成学术大咖,N/A,2017-05-23 23:42:27,"人物简介高会军,男,1976年1月10日生,汉族,黑龙江省集贤县人,哈尔滨工业大学航天学院空间控制与惯性技术研究中心责任教授...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqk52V484oPBPut9T0q3oY-lqXa8Fplpd9hRO0UWJe4WxykUaAJEV5ji5HPYGWdG6J6L3T-FwDuDix8ouO2bzdZJMhwtwp6b0aOtkaw21WO7wSSj2RpVlS5w6ZLRv26-OEfXN90-yT17fnReHttKKVzE7i34oZu09Gnv6_r8Zh17x9MUhteNaIXqYnqlKKXlIFxm1C4Qiqf6L0OK9DLfgmPA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,《焦点访谈》报道校友高会军教授的成才之路,N/A,2016-06-14 20:38:19,"高会军考取了沈阳工业大学的研究生,最终以优异的成绩获得硕士学位.之后,他再接再厉,一口气考上了哈工大的博士生.博士生录...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoV47Iek57ZF06VgrFeYQugDvIIYWcDH7idyMXhRfVn3xLCJmJcgdl5WcGco8AEbZf0fu_DkJ9vX2YYVXaXGn_0QIr5WdmFE4laRuebvOqgFefG4PVcknQkzu0fvdIk0MgyP3F9PTCL6uii6GPkvnUDZT3OaUbES3bd_GQpBDv8shUDmsGN2IQjCr_xUDgL2XV0f96Mjj7yVEzf1MThZ6gxpgFGO1JU1XOiqFXceJAYXJzDhRuqhTf5mp2WGCJFF3V0iZqwg0yoRFw.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,"从中专生逆袭到博导,高会军成为国际著名学会候任主席",N/A,2026-01-17 20:46:54,"高会军的逆袭故事,曾引众人赞叹.10年时间,他从一名中专生,成长为哈尔滨工业大学博导.公开资料显示,高会军,哈工大航天学...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqk52V484oPBPut9T0q3oY-lqXa8Fplpd9Jrff-ZZK54Uza6kjQLGKrjsSZO-LK4f7CIv6uH-TmJ8Zhryx4qEqOdzq-tUEg6LE0WKFUdLHtmn30WwKAsBVNPNEUqi9uCzlrBvICFv6_D-rOOQ0TNeeohTPynGrkxEM7xwJiKDRi_KjDSnDiPeEp_N9fDJrV7bIfLHmD-5zTpxOJBjQH7pCxQ..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,CICC智库专家高会军教授获得第七届“全国优秀科技工作者”荣誉称号!,N/A,2016-06-08 08:01:07,"高会军简介:高会军,男,1976年1月10日生,汉族,黑龙江省集贤县人,哈尔滨工业大学航天学院教授、博士生导师,哈工大理学院...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoV47Iek57ZF06VgrFeYQugDg2KfeLyyjR1DKy_Y_5Hz7GVQ8GgRUyl-3k7hFsn1S4wmzgt7uJV_JDJuKA-6X-yNICvvj91rX0SNX_iZlTM7y0J9Np26YxQl85o-HHaeCoW5fQRGEKYVTbkKZUQsasam3rMWcgOwwq6-eu67CdsztJN5v2SfqtHOVcroNIKAsWBCv5BneNiwxvyOdXaKWWP5ZmzuBg7ZYHw98cE4RnjW71HT6FGCheYPt-AWpof6VfoiZqwg0yoRFw.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,华信名医:高会军——用真诚的心 善待生命 用真诚的爱 延续生命,N/A,2023-08-09 08:55:33,"高会军新郑华信民生医院解放路院区 新郑华信民生医院解放路院区(原新郑市人民医院)儿童康复医学科是新郑市残联康复定点机构,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqk52V484oPBPut9T0q3oY-lqXa8Fplpd9zibVSzZ1kLgmQLDUB3g7CdtfIjpMhNx6bTolhME6C126LsJiOUGC329LYJCQmJJdGlXiLi58UbT0PjG25pV7WH_XoD-P3QhH7vABPGr193KjYNqijYgpeFQ0nFa_kxtQtshuNGqsxn5Jrh0tIk2kGRnOLx41veMc5IAwCF596If0OK9DLfgmPA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B223249DF24A057E7B338166B6C6B57E24188369D6F2E5
高会军,【重磅】校友高会军入选欧洲科学院院士!,N/A,2021-07-23 18:21:30,"高会军,男,1976年1月出生,1995年陕西第一工业学校(陕西国防工业职业技术学院前身)中专毕业,2001年沈阳工业大学获硕士...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9dwBxukgFwpleodlCJj8tB9ZI8zwGHEqaRYaKcbPFJn_KrOxRNsYSqx5o7O-hzSu2AMw07qQqO3ZndeJuXvmsG7DAV2gife4UEX3dZtshXPZJ-_Yi5ZcAodv6jBLS2ZISNJUlUnxR2AlWbehKfzhBs-uw-KsyM7e8NFjuv5ATkWLvzHZXxeLdyg..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,【抗疫群英谱】高会军,N/A,2020-05-14 20:48:02,"高会军同志患有高血压、胃病、腰痛症等病,在工作中,由于每天都处于超负荷工作状态,病情加重.他兜里经常揣着降压药和胃药,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd99tMdj1I-NoL5XmFvifpX9RwBscV_1uuaXeMFgX7k38A9NCLyBZbjrffYSjrpkLCVFliRaqj4RA77H7otHXE0MsoAkr4vRnvneAb5v8Ao1zur9XqR8LO0DDqIpAJQn-g3FQxZ0xJ1ssSjvnPq4U60svRm9olqH4FyGrOtUtWIhkRFH6In5Ei3zg..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,高会军:打工出行前 || 宁古塔作家,N/A,2026-02-23 05:25:47,打工出行前作者 /高会军春风灌醉了迎春花灯火还在暖着正月十五的圆酣睡中 母亲已将牵挂的行囊装满妻子不舍无处安放悄悄交给钟表...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9SMxuuegIvMa6tJv4rylciDlm7b1NKWCjChKU_CwWYUIglOYz7D-XB1ldvU7Jmw7vsoygBy9d54OZ5tZcO_d-vXs45cQRZW2lv08esLKWEFUtxO95iqjsmF2EkUzv-IG7njAle3uwEJVExIKv5dG57Y81465VBkwJHobZoK9OG8vP28temKTOwg..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,【特刊】CCTV报道哈工大高会军教授事迹——中专生如何逆袭成学术大咖,N/A,2016-06-13 11:25:55,"『丁香派』编撰转载须注明出处 CCTV《焦点访谈》栏目报道哈工大高会军教授事迹屏幕上的这个年轻人,今年才刚满40岁,可他已经...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoV1tncE0Cbs-eVgrFeYQugDuFoKgGfVVZqtxOg3NdxBeseqcik4V3iB-Huyx2xwrhA7b3lKTyg01iIMgSAxtXnpV-PKwgNl5aiOP1jf4pfxS3PgssUkdoFE2c0uifP9Yvfh7rXOBGJBtbfaC2QivZzY6J3dSdobyTppBpCTL6P4RojNMhkaDilCeXRQoYZPGkpbqw206glvRmbirf6XOEaH2yOyH8I78KAqnSW9TUlMIjqn0LUrH-Z3kKJiDO1zi4fiZqwg0yoRFw.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,敬请关注今晚我校校友高会军接受中央电视台《焦点访谈》专访!,N/A,2016-06-12 19:36:25,"亲爱的各位微信用户:对于我们这么杰出的校友,作为新时期青年的我们,是不是应该学习我们校友高会军这种积极向上的精神呢?...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoV1tncE0Cbs-eVgrFeYQugDvIIYWcDH7idyMXhRfVn3xLCJmJcgdl5WcGco8AEbZf0fu_DkJ9vX2Z395gnAcCEu_xmJZzJzpvYQeVA4kR2SICsWAU-YYNFw3pLergu-al_GLTZQ1SZKGgD-BYLur42LIjaee4uAKxT08P7apdO6jxf2W0T8qfWjhErN1Vt43tR5BHFRmOPXdHf8l4w9cn2M7uB5GR_Piv5eR9sDXb7nUZ8vhm8wXxkXMVBLFP-mN4xiZqwg0yoRFw.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,高会军:落日 || 宁古塔作家,N/A,2026-03-26 07:50:26,"落日 作者 /高会军夕阳打坐在山林一半望着我,一半望着回家的路我踮起脚尖望着脚手架你在天涯垒起高高的思念作家诗人简介高会军...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9GDWSkyAqwmF19IAE5Fs7tVvfqnSsrs2h0wvg8HiB0WDvC0Ifcu9j9HMTkvvU9MZCHPf0SMP8gI_AFuS46O32KyXkLQipMlgZpXSdE86z2uF1N_qpeQQvRHAws8ISdVeUr8UKjk3EtLvgDPmhMwg612_61rfB285VJQP4HCjzKJFj32-j2KiwUw..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,"哈尔滨工业大学高会军教授,获国际大奖!",N/A,2023-10-07 16:57:01,"高会军,中国自动化学会会士、副秘书长,哈尔滨工业大学航天学院教授、博士生导师,国家杰出青年科学基金获得者,香港大学荣誉...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9jL0VcM7TQ7oF5NDUmpXbZSeD7L8_cO32dtr9MsbWl0v2NyO_g_ZIqqFuCMuI4GdrTn6HDTWBqjYLKbQreFIoqMIZFfzyqwga8CM7GUhWbCIFMBw0eq9kVn9PZKNBzyTOTTgSAh6kNtYb53-Q7XGx0C3ug7OiHEEVoMbaWEgng_5e0WC6Sbi7DA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,"从中专到博导、提名院士!高会军:第一学历,决定不了你的人生高度",N/A,2026-03-10 03:28:37,"高会军用一生证明:起点不决定终点,学历不限制潜力.只要不放弃、肯坚持、愿学习,每一个平凡人,都能绽放属于自己的光芒. ...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9IPtXD6HET9CDPnGZym2fKVzQLaxPap-mwmqP86qCz96tNhdC1myBums2O0ArryWqg3k3suQn9tVtBE3e3emLSp6rHtjczbSGMmDvHdPjo8s0l14rC5lwgP0aNgSTLE4Mnp-smnrdFGqT42mvJ4PojvJRnqQ2JtiPGClSpvWlHA2TJmCU1UgHwQ..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,高会军《北风里裹着春的歌谣》(外三首)【东方国际头条】(总)第556期,N/A,2026-03-14 19:49:04,"与清风闲谈半生风雨都化作温柔一茶一盏且敬平安年华虽老心仍少年日子清淡情意绵长愿这人间烟火常相伴时光不老我们不散高会军,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9GZag3aDOa0-zFf3NYzMTZLTjlbJLdBXJ2VfFoDSI2XKANM3DO_v-Zf6i01N2p57-2OFKCXF0IyTT9j5k0STSrf4B3JrNwyEbFciPFBZAMtu8_dzx87-4e77uNf6UVAcahHSg_0q8s0THIMEHCFiFMd5oSjpnwazDq-i05qywkC4NGbbB75bUeA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,科技强国  奋斗有我 |高会军科技创新赋能产业发展,N/A,2024-02-23 09:00:23,"高会军在工作中他就是全国青联常委,中青科协常务理事,哈尔滨工业大学航天学院教授、博士生导师、智能控制与系统研究所所长高...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqo9NlRBNeF9Hut9T0q3oY-lqXa8Fplpd9gEDFn_NFYo3TQh2yROhTsr215Q6L0gz66nE8XUpiBKpTB8tTLYFs0jqHDG4xUnQU4NkJi9QwjajmX_0UpOMzI9EamXcXF1SiwGbXvqqjqeNiwbeEPSHdE8sBj4hVlBjSuNazcNufjTfUbnBYk4YDhGK0dQ4DkZ1e4yaJwn-RBkhhlgeRt7bSzA..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B2508A2C43FAB6CDCA8231D0FEFBDDCD1A392169D6F2EC
高会军,省政协党组书记、副主席黄建盛来校看望高会军教授,N/A,2017-09-11 16:07:46,"高会军向黄建盛详细介绍了学术团队、科学研究、人才培养等情况,并表示将继续发挥学科与专业优势,加快高新技术成果转化,为龙...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqby4rxu4cGtjut9T0q3oY-lqXa8Fplpd9EAhG0GT9ZzQgSLAR-pUq8w7aYEPbXLjCEsC3VbOVI9KM2B_sy-vt6Wi_VdfDivjUyAhVu672CncszenCLrR6tGXSQk8iC5QtNALdrYu2-iJLB_YOZEUnaaKN6tcCKtj8UgwMg_h-8g1ZwVW_WSlo7eV40KWu8OGyZJuaX8ea2sOjotuuiAmOIg..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,高会军:风(外一首) || 宁古塔作家,N/A,2026-03-12 06:14:29,"风(外一首)作者 /高会军风轻轻推门不说话只把阳光放进我的酒盏里酒盏酒斟满年味就深了亲情轻晃落在心底作家诗人简介高会军,...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqby4rxu4cGtjut9T0q3oY-lqXa8Fplpd9GDWSkyAqwmF19IAE5Fs7tVvfqnSsrs2h0wvg8HiB0WDvC0Ifcu9j9KQcAeguhdyGamxhxd-zGe5Tx5LoDpyZyWrpGFepsHz8Mo6s-Brftta0jmNdI5v4s2OWwDu7jCMPI3ipCrz-c5rBZ01TjZwCcTz5mijZuUmmNjy2cuh_D6pOJBjQH7pCxQ..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,"哈工大的遗憾:高会军教授手握3项国家奖,却依旧落选院士",N/A,2023-12-25 20:29:31,"高会军教授的落选引发了广泛的关注与讨论.这位从中专学历起步,最终成为985高校教授的杰出学者,凭借其不懈的努力和卓越的科...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqby4rxu4cGtjut9T0q3oY-lqXa8Fplpd9X8cHIhnKO6rbMx2xq5_cYLA3BVZl30le2GjaOnrNFREmCRIURX3YOcShAHn2VOoTFkbqtb10V1MrLqT-IEIGUGz4nTRsM0w7TQ4XuHwsvNoxND_LrDutiLI7ct6ifN24dDeq2ygAluZ43P68jE5_lJdLYzTUfGIRmpPUHqjLzO_RtmyIGw2VAg..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,"50位科学家获“2021科学探索奖”:高会军、周昆上榜,清华人数最多,最年轻者仅32岁",N/A,2021-09-14 07:40:36,"此外,备受关注的信息电子领域有六位学者入选,其中哈尔滨工业大学高会军教授在2021全球Top 1000 计算机科学中国大陆学者排行...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqby4rxu4cGtjut9T0q3oY-lqXa8Fplpd9yB1510k_9x3Kbm5QCfhzxLIU0tiUhjPok185n-TNLnbyC28qEb3W7A88mGrx_YXnkwDLqYSqz5nF-sVs4ZMgTnomqMb43cjxQjebN53h8n3mmAa8toKRKF0Cbjs61JQINEcx9J7NTYs5fetVp9A-Of3oD8kUW4ddpEfIOoVLU0ry08OLTBhW0A..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,"人均300万,哈工大高会军、浙大周昆等50人获奖,2021年科学探索奖名单公布",N/A,2021-09-13 13:01:02,"机器之心报道机器之心编辑部刚刚,2021 年「科学探索奖」获奖名单正式公布:浙江大学教授周昆、哈尔滨工业大学教授高会军等 50 ...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqby4rxu4cGtjut9T0q3oY-lqXa8Fplpd95dJyOL91Mf0L2bTIWuQ6SK9P8WNcSIhhW7OIXgMoJUEuARGpbkRgV8rCW_ybvmswO6opVVyz3tCpN53DEeRP56OjN0WTmTlTg_cXJcx06urV4Ei7C5zM_LWdxcXpI8sTgT1iM-BVOJOAYrBvEd9Db7OlC_n1SsoyIveNh1heEKwC2Qmj7RgGwQ..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,【喜报】中国自动化学会常务理事、副秘书长高会军当选IEEE工业电子学会副主席,N/A,2020-12-01 20:13:44,"CAA智慧起航,共创未来近日,中国自动化学会常务理事、副秘书长、哈尔滨工业大学高会军教授当选IEEE工业电子学会副主席,负...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqby4rxu4cGtjut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxYUg8iSAouzdXlybkSygpgV9r4gKMGIbECC3N3T_9d0jKxepGHqvm_vpI6bjdJD_98Xw98VXzGApgbdVJmGefomTIoW93nt1tZ1NOGQEVS1_cmyH9Qf1g3q00NVofL2iDw..&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,【长江学者笔谈】高会军:从规划到帮扶培养青年教师,N/A,2016-03-21 23:09:51,"青年教师队伍建设一定要从源头抓起,加强对新进教师的遴选,提高人才引进质量.本着高质量国际化人才遴选思路,高校应着重在人...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVkpUY0FKBfX-VgrFeYQugDg0z8v06lGBz3PTQwORHqERWtat8fLhLyqZB3mb92Zxmro-CJTrLFGI1-PF14YpZkPRT36H-D-X4Fa2q8pA5HXYk9XwdrrEVWJ4bGKhXpsF8j2a99i3MwCHQsMYAMK_hMNPreS0rr0HG4GLai-pbiQmXR9esWNE9mmDmyTEE3602i4KvbH32lc8tdXVY3cspDtO-mBvmCbHUDUHhybQK1PQ.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
高会军,陕国防校友高会军入选2015年度全球高被引科学家,N/A,2016-01-21 10:34:08,"此次发布的研究报告中,中国内地的“高被引科学家”共有107位,我校91级校友高会军入选,这也是他连续两年登上“世界最具影响...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVkpUY0FKBfX-VgrFeYQugDir6VzQyk17snLz6OyVCNcLQlhk9FnylSgrTB1uj82QNwQEnVymP6vTuy1OyXHQbgEIq2Dik0HAURjfsB25fXczFlQx8iaCfiJViLX8N7nppfIuhSEd5BaeygmUDME-m9fTQ1rnjRQQGxK-ULc24n7A54pwv3e8KpV7ySr1bFIdGw6wzKNKWkv1sJxfv4UtDVQAKsmcenqS-p5PTK-TkqoE.&type=2&query=%E9%AB%98%E4%BC%9A%E5%86%9B&token=73B285D1D3BC044833357DCF2F982D5333B2FF7269D6F2F3
张承慧,"张承慧教授获2023年度山东省科技最高奖,自称“山大土特产”",N/A,2024-05-14 17:20:35,"5月13日,山东省政府网站发布《关于2023年度山东省科学技术奖励的决定》(以下简称《决定》),山东大学张承慧被授予2023年度...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9f70zqY_8gGNSxhDkWimR148T-Jh8BQtLLhudR0l6U_JdUbbXVxwQLwADOyByscPyefUsn_i923hzKMv_w-yhNZpSbjTJFTHk7evu_ZLyiV0_wTjZyL7RjHh4onyqOwEx20ZFzp-tuNyimHKvBxFwMYe5VILbko6P1RUaWtwxi43uL0unUdKkuw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,【经典十课-预告】张承慧:自动化技术的过去今天和未来,N/A,2017-11-21 19:02:14,"让经典莅临你的生活自动化技术:过去 今天 未来主讲人:张承慧主讲人简介张承慧,山东大学控制科学与工程学院院长、教授、博士...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9jqAgzH58dJk44WYWw-ldhOe-Oduk9dZM420reXDYYHjtBHEJCPcm03h0e3NwAaHMKHbPgFdRY1ra4L--BgZHVmKcJzNRYw3et-W1fole58YdDXrkWdbhWkaX3R94erYVnisAWJbUg8kW8-WJiINzuxnAeyUrSF6cE17EJ7jE_TQ6Ebq8fk9diw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
张承慧,【经典十课-实录】张承慧:自动化技术的过去今天和未来,N/A,2017-11-25 20:03:44,前言:自动化概念及功能 概念:“自动化”是指机器或装置在无人干预的情况下按规定的程序或指令自行操作或...自动化的过去 主要包括前期控制、经典控制前期、经典控制和现代控制四个方面. 前期控制(Early C...自动化的现在 这部分主要包括自动化的应用、自动化学科特点、自动化专业特色及自动化技术地位四个方面: ...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq1sDT2aZAQ6Lut9T0q3oY-lqXa8Fplpd9jqAgzH58dJk44WYWw-ldhOe-Oduk9dZM420reXDYYHjtBHEJCPcm00fnlIcYlvpQpkXya81VKQ-wBrZBhexT_bQg-ny-eqK4-_7OB3-_YcI4VnzJHcTWXXHpowN2MOvoj-cABLyxXr85H3nMRY_L_93fpTFjGsQkE_Kwf_NQqYtFkDr8IT4KYw..&type=2&query=%E5%BC%A0%E6%89%BF%E6%85%A7&token=73B2C677FB952C611B1D54E7062C8B4A1BC1AD5469D6F2FD
